1 1 14 0 2.35 1.37 4.4 0.49
2 1 12 0 0.55 1.46 2.34 0
3 1 14 1 2.37 2.12 2.11 1.73
4 1 15 1 1.14 2.83 2.6 1.86
5 1 12 1 1.37 2.11 2.04 0.36
6 1 13 0 0.55 1.57 2.93 0.21
7 1 13 0 0.53 1.38 3.15 0
8 1 10 0 1.53 3.13 4.22 0.21
9 1 11 1 1.36 1.71 2.85 0
10 1 11 0 1.34 2.48 2.33 0.21
11 1 15 0 0.87 2.11 3.81 1.29
12 1 13 0 1.6 2.02 1.92 0
13 1 15 0 1.42 3.01 4.68 2.13
14 1 13 1 0.84 1.24 3.92 0
15 1 13 0 1.91 2.17 3.06 1.28
16 1 12 0 0.56 1.59 1.78 0
17 1 10 0 2.48 3.45 2.3 0
18 1 13 1 0.81 2 2.22 0
19 1 11 0 0.16 2.63 2.22 0
20 1 13 0 1.18 2.25 2.53 1.53
21 1 15 1 0.66 2.26 3.26 0.83
22 1 12 1 1.19 2.17 2.11 0
23 1 12 1 0.78 1.4 2.94 0.07
24 1 14 1 2.5 2.69 4.89 1.3
25 1 12 0 1.21 2.37 2.78 0.55
26 1 13 1 1.28 2.09 2.08 0
27 1 14 0 0.44 2.17 2.51 0.07
28 1 13 0 0.66 1.55 3.2 0.28
29 1 10 1 1.49 2.08 3.02 0.48
30 1 13 0 3.02 1.9 1.86 0.5
31 1 12 0 1.68 2.22 2.92 0.4
32 1 13 0 0.41 2.46 3.42 0.29
33 1 13 1 1.16 2.32 3.5 1.33
34 1 14 0 1.76 1.67 5.18 0.54
35 1 14 1 0.28 1.76 2.89 0
36 1 11 1 1.75 2.02 3.67 0
37 1 16 1 0.75 2.99 4.95 1.44
38 1 13 1 2.64 3.38 3.93 2.29
39 1 13 0 2.85 2.92 4.36 0.29
40 1 13 1 1.51 2.33 2.63 0
41 1 14 1 0.9 1.61 2.22 0.92
42 1 11 1 0.98 1.84 1.84 0
43 1 10 1 0.08 1.62 1.8 0
44 1 12 0 2.59 2.45 5.73 1.4
45 1 11 0 0.32 1.59 1.93 0
46 1 11 1 2.36 2.59 2.31 0.07
47 1 15 0 1.47 1.71 2.68 1.99
48 1 10 1 0.39 2.12 2.15 0
49 1 14 1 0.72 1.4 2.51 0.97
50 1 14 1 1.78 2.32 2.47 0.28
51 1 11 1 0.5 2.55 2.29 0
52 1 13 1 0.64 1.94 2.3 1.06
53 1 12 0 1.06 2 1.85 0
54 1 12 1 0.11 2.15 5.01 0
55 1 13 0 0.19 2.38 2.11 0
56 1 11 0 1.75 3.37 3.66 1.11
57 1 14 1 2.01 2.32 1.42 0
58 1 13 0 1.16 1.6 3.41 0.47
59 1 14 0 1.27 2.23 3.56 1.1
60 1 13 0 1.29 2.31 5.06 0.28
61 1 14 0 1.52 2.39 5.52 0.73
62 1 10 0 1.2 2.4 1.82 0
63 1 13 1 0.62 1.79 2.51 0
64 1 12 1 1.68 2.59 1.87 0
65 1 10 0 0.79 2.05 2.23 0.14
66 1 13 1 2.23 2.05 1.95 2.32
67 1 12 1 1.04 1.26 3.04 0
68 1 14 0 0.79 1.87 2.76 0.9
69 1 12 0 1.8 1.9 5.4 1.67
70 1 12 0 1.95 2.54 2.35 0.07
71 1 10 1 3.74 2.78 3.11 0.28
72 1 13 1 1.84 2.28 3.12 0.14
73 1 13 0 3.43 2.14 2.54 1.6
74 1 12 1 0.92 1.54 4.52 0.42
75 1 12 0 1.52 2.11 4.95 0.33
76 1 12 1 0.87 2.04 1.8 0.64
77 1 14 1 1.11 2.5 1.73 0.14
78 1 11 0 1.64 2.74 3.67 0
79 1 10 1 2.26 2.42 2.55 0.13
80 1 12 0 1.16 1.28 2.25 0
81 1 13 1 1.64 2.34 4.95 0.34
82 1 11 0 1.16 2.04 1.98 0.07
83 1 11 1 0.25 1.29 1.95 0
84 1 11 0 1.75 2.29 2.8 0.14
85 1 12 1 0.63 1.71 3.66 0.07
86 1 13 0 1.49 2.94 2.69 1.37
87 1 13 1 1.26 2.72 4.97 0.41
88 1 15 1 0.17 1.19 2.46 1.26
89 1 14 1 0.77 1.5 2.32 0.69
90 1 15 1 1.24 1.13 1.99 0.14
91 1 14 1 0.66 1.14 1.76 0.83
92 1 10 0 1.01 2.98 1.98 0
93 1 12 0 1.38 2.76 5.05 0
94 1 13 1 0.36 1.48 2.5 0.64
95 1 14 1 1.55 2.29 1.72 0.14
96 1 10 1 0.41 1.42 1.47 0
97 1 14 0 1.55 2.08 3.34 0.43
98 1 13 0 1.22 1.93 4.95 0.42
99 1 12 1 1.08 3.19 2.75 0.21
100 1 11 1 0.89 2.29 2.84 0
101 1 13 0 0.49 2.07 2.57 0
102 1 13 1 0.47 2.19 2.34 0
103 1 11 1 0.39 1.76 1.96 0
104 1 12 0 0.55 2.16 1.86 0
105 1 13 0 1.53 2.2 2.42 1.05
106 1 15 0 0.63 1.41 1.95 0.07
107 1 12 0 0.8 2.3 2.75 0.21
108 1 13 0 0.83 2.79 4.3 1.26
109 1 13 1 0.79 1.28 2.79 1.23
110 1 13 1 1.41 2.37 1.97 0
111 1 14 0 0.16 1.71 1.95 0.53
112 1 13 0 0.46 2.39 4.02 2.06
113 1 14 0 2 2.9 4.04 0.81
114 1 10 1 0.73 1.8 1.81 0
115 1 14 1 0.61 1.87 2.89 1.24
116 1 13 1 1.1 2.06 2.35 0.49
117 1 14 0 0 1.63 2.12 0.07
118 1 10 1 1.1 2.47 3.07 0.57
119 1 14 1 1.53 2.56 2.8 0.7
120 1 13 1 0.55 2.47 3.45 2.07
121 1 15 0 0.67 2.04 2.82 1.2
122 1 13 1 1.53 2.1 2.44 0.07
123 1 15 0 2.79 1.93 4.74 1.87
124 1 13 0 1.75 1.72 1.51 0.33
125 1 14 0 0.56 1.3 5.52 0.77
126 1 13 1 0.68 2.08 2.57 0.35
127 1 11 1 2.25 2.92 3.93 0
128 1 14 1 2.51 2.12 3.57 1.33
129 1 12 1 3.22 3 4.08 0.29
130 1 12 1 0.47 1.33 2.45 0
131 1 14 1 1.78 1.33 2.05 0.07
